-70.000000,-70.000000,-70.000000,70.000000,70.000000,70.000000
-70.000000,-70.000000,-70.000000,0.000000,0.000000,0.000000
-70.000000,-70.000000,-70.000000,-35.000000,-35.000000,-35.000000
-70.000000,-70.000000,-35.000000,-35.000000,-35.000000,0.000000
-70.000000,-70.000000,-35.000000,-52.500000,-52.500000,-17.500000
-70.000000,-70.000000,-17.500000,-52.500000,-52.500000,0.000000
-70.000000,-52.500000,-35.000000,-52.500000,-35.000000,-17.500000
-70.000000,-52.500000,-17.500000,-52.500000,-35.000000,0.000000
-52.500000,-70.000000,-35.000000,-35.000000,-52.500000,-17.500000
-52.500000,-70.000000,-17.500000,-35.000000,-52.500000,0.000000
-52.500000,-52.500000,-35.000000,-35.000000,-35.000000,-17.500000
-52.500000,-52.500000,-17.500000,-35.000000,-35.000000,0.000000
-52.500000,-52.500000,-17.500000,-43.750000,-43.750000,-8.750000
-52.500000,-52.500000,-8.750000,-43.750000,-43.750000,0.000000
-52.500000,-43.750000,-17.500000,-43.750000,-35.000000,-8.750000
-52.500000,-43.750000,-8.750000,-43.750000,-35.000000,0.000000
-43.750000,-52.500000,-17.500000,-35.000000,-43.750000,-8.750000
-43.750000,-52.500000,-8.750000,-35.000000,-43.750000,0.000000
-43.750000,-43.750000,-17.500000,-35.000000,-35.000000,-8.750000
-43.750000,-43.750000,-8.750000,-35.000000,-35.000000,0.000000
-70.000000,-35.000000,-70.000000,-35.000000,0.000000,-35.000000
-70.000000,-35.000000,-35.000000,-35.000000,0.000000,0.000000
-35.000000,-70.000000,-70.000000,0.000000,-35.000000,-35.000000
-35.000000,-70.000000,-35.000000,0.000000,-35.000000,0.000000
-35.000000,-35.000000,-70.000000,0.000000,0.000000,-35.000000
-35.000000,-35.000000,-70.000000,-17.500000,-17.500000,-52.500000
-35.000000,-35.000000,-52.500000,-17.500000,-17.500000,-35.000000
-35.000000,-17.500000,-70.000000,-17.500000,0.000000,-52.500000
-35.000000,-17.500000,-52.500000,-17.500000,0.000000,-35.000000
-17.500000,-35.000000,-70.000000,0.000000,-17.500000,-52.500000
-17.500000,-35.000000,-52.500000,0.000000,-17.500000,-35.000000
-17.500000,-17.500000,-70.000000,0.000000,0.000000,-52.500000
-17.500000,-17.500000,-52.500000,0.000000,0.000000,-35.000000
-35.000000,-35.000000,-35.000000,0.000000,0.000000,0.000000
-70.000000,-70.000000,0.000000,0.000000,0.000000,70.000000
-70.000000,-70.000000,0.000000,-35.000000,-35.000000,35.000000
-70.000000,-70.000000,35.000000,-35.000000,-35.000000,70.000000
-70.000000,-35.000000,0.000000,-35.000000,0.000000,35.000000
-70.000000,-35.000000,0.000000,-52.500000,-17.500000,17.500000
-70.000000,-35.000000,17.500000,-52.500000,-17.500000,35.000000
-70.000000,-17.500000,0.000000,-52.500000,0.000000,17.500000
-70.000000,-17.500000,17.500000,-52.500000,0.000000,35.000000
-52.500000,-35.000000,0.000000,-35.000000,-17.500000,17.500000
-52.500000,-35.000000,17.500000,-35.000000,-17.500000,35.000000
-52.500000,-17.500000,0.000000,-35.000000,0.000000,17.500000
-52.500000,-17.500000,17.500000,-35.000000,0.000000,35.000000
-70.000000,-35.000000,35.000000,-35.000000,0.000000,70.000000
-35.000000,-70.000000,0.000000,0.000000,-35.000000,35.000000
-35.000000,-70.000000,0.000000,-17.500000,-52.500000,17.500000
-35.000000,-70.000000,17.500000,-17.500000,-52.500000,35.000000
-35.000000,-52.500000,0.000000,-17.500000,-35.000000,17.500000
-35.000000,-52.500000,17.500000,-17.500000,-35.000000,35.000000
-17.500000,-70.000000,0.000000,0.000000,-52.500000,17.500000
-17.500000,-70.000000,17.500000,0.000000,-52.500000,35.000000
-17.500000,-52.500000,0.000000,0.000000,-35.000000,17.500000
-17.500000,-52.500000,17.500000,0.000000,-35.000000,35.000000
-35.000000,-70.000000,35.000000,0.000000,-35.000000,70.000000
