#	10000
0.018610	-0.018510	-0.000512	-0.342087	0.565041	0.494507	0.000100
-0.014573	-0.003682	0.008750	-0.199851	-0.928686	-0.272517	0.000100
0.047702	0.009710	-0.013519	-0.099096	-0.008246	0.058217	0.000100
0.001472	0.046264	-0.015635	0.055673	-0.460766	0.206542	0.000100
-0.017522	0.028582	-0.030451	0.305939	-0.823872	0.266722	0.000100
0.037412	-0.001730	0.036738	-0.078726	0.100263	-0.160203	0.000100
-0.000126	0.009866	0.042063	0.011548	-0.013392	-0.066558	0.000100
-0.033364	-0.005747	0.019499	-0.048082	-0.226326	-0.394681	0.000100
-0.017733	-0.031437	-0.032473	0.046729	-0.098574	-0.135500	0.000100
0.051491	-0.023992	0.025381	0.585143	-0.728032	-0.315928	0.000100
-0.012173	0.025150	-0.056892	-0.482668	0.051904	-0.696618	0.000100
0.036855	-0.006686	-0.061372	-0.139514	0.059936	-0.048203	0.000100
0.026308	-0.049908	0.022068	-0.627501	0.017083	0.694723	0.000100
0.028226	-0.000231	-0.069876	0.071984	0.700015	0.313322	0.000100
0.046655	0.053434	0.028398	0.431543	0.875297	-0.047469	0.000100
0.007437	-0.048301	-0.046605	0.033324	-0.649968	-0.194120	0.000100
-0.033704	0.000171	0.044783	-0.069652	0.014930	0.042477	0.000100
0.015894	-0.064931	-0.016515	-0.006362	-0.000440	-0.058756	0.000100
0.062002	0.005512	0.048993	0.022429	0.000054	0.042486	0.000100
0.044486	0.072650	-0.019995	0.033756	-0.086546	-0.144125	0.000100
-0.052312	-0.029635	-0.013866	-0.035907	0.082302	-0.058052	0.000100
0.068250	-0.046894	-0.017858	-0.010372	-0.285618	0.710987	0.000100
0.042157	-0.023206	-0.072528	0.607663	-0.427324	-0.422828	0.000100
-0.061583	0.007476	-0.032518	0.087552	0.048683	-0.136627	0.000100
-0.034245	-0.044220	0.034497	-0.110793	0.192622	0.081282	0.000100
-0.015035	-0.025290	0.062966	0.220248	-0.041784	-0.010117	0.000100
-0.002282	-0.074011	-0.013534	0.101295	-0.040010	-0.026790	0.000100
0.058727	-0.058153	0.021294	-0.805494	0.085228	-0.306398	0.000100
-0.004926	-0.069281	0.026934	-0.070272	0.037603	0.167454	0.000100
-0.038635	-0.054848	-0.035725	-0.047635	0.901091	-0.295619	0.000100
0.010180	0.054919	0.065255	0.396621	0.338217	0.728826	0.000100
-0.058368	-0.041418	-0.019333	0.271075	0.697028	0.266931	0.000100
0.018347	-0.003177	0.082061	0.016446	-0.244899	-0.381647	0.000100
-0.009484	-0.047420	0.061707	0.186265	0.640695	-0.707778	0.000100
-0.012913	0.092120	-0.014642	-0.624540	0.006508	-0.701761	0.000100
0.003345	0.072596	0.055398	0.510341	-0.722020	0.059466	0.000100
0.048699	0.081720	0.032386	-0.394893	-0.294690	0.502996	0.000100
0.002408	-0.061156	-0.068604	0.114757	-0.055978	0.044641	0.000100
0.060600	-0.071576	-0.028872	-0.632087	0.488852	0.272576	0.000100
0.008245	0.098193	-0.026527	-0.031854	0.102952	0.025070	0.000100
-0.035666	0.030287	0.071685	-0.466895	-0.713789	0.445653	0.000100
0.066259	0.086406	-0.003550	0.231135	0.875149	-0.037365	0.000100
0.059454	-0.077666	0.008311	0.314182	-0.031324	-0.098153	0.000100
0.052133	0.050722	-0.083354	0.544846	0.483281	0.327132	0.000100
0.097564	0.033043	-0.049500	0.095723	0.406560	-0.197170	0.000100
0.069555	0.043793	-0.078233	-0.058209	-0.079105	0.035384	0.000100
0.077478	0.027678	0.067644	-0.022609	-0.043151	-0.036036	0.000100
-0.041595	-0.028540	0.070512	0.144362	0.272873	0.009453	0.000100
-0.060766	-0.062525	-0.011179	-0.082179	0.008031	0.061913	0.000100
-0.006127	0.080622	-0.072414	0.131892	-0.320869	0.109139	0.000100
