#	250
0.0	0.0	0.0	0	0	0	1000000.0
997.430474	2450.437843	52.268420	-108.916185	45.017898	-32.088946	27.891862
4182.080040	1641.418810	1129.955640	-28.947125	85.872131	-17.605060	36.044279
-927.768223	-1152.492371	-134.533167	121.389285	-102.106675	37.582130	30.535405
-578.135451	124.308031	-213.007172	-55.539807	-244.248924	8.203615	27.699276
-1517.505068	507.958828	-533.064097	-48.433526	-145.119126	-0.405992	21.759085
-3267.008134	-2639.352791	-819.481076	53.869823	-74.940433	26.603531	32.648812
297.808180	-1505.640131	199.395068	151.771001	34.733160	35.592624	22.441773
160.458072	796.074761	-258.073561	-87.373611	-44.506371	-191.612810	44.696877
-698.482927	3673.808023	-681.137424	-94.117211	-23.662372	-31.112292	48.219475
-480.431689	-778.638896	-14.043089	176.314646	-109.024531	13.073832	19.788634
-19.853414	95.197954	307.463498	117.868994	316.772936	-90.469385	39.794527
368.706097	-149.407204	284.213593	100.317771	265.690593	9.529153	26.915851
243.080506	-877.270840	-233.148987	180.177596	68.454980	-69.723212	28.834183
-777.944286	-3557.132886	108.549613	97.587848	-20.428700	29.943081	46.354235
-823.712035	-930.770991	-215.168566	116.035392	-117.400735	63.640565	4.480767
-744.248603	848.776758	-398.346839	-126.204298	-126.273048	-33.263113	5.269336
-722.363333	61.473618	-199.943560	-23.149207	-227.534814	13.677611	1.990701
3594.800594	-371.261202	1256.620209	12.740788	100.549766	-6.740592	41.798372
-916.906474	4275.195583	-632.445737	-89.053464	-22.417003	-22.426229	39.129681
349.377378	-4863.834362	563.770037	85.873899	8.977652	24.235791	43.630595
352.731909	848.526871	38.896024	-167.547966	74.084937	-96.759133	48.952299
-2000.028489	-4173.927571	-227.054923	77.465651	-38.847612	31.770337	40.158770
-2669.364017	-1482.302521	-692.130151	48.027133	-98.301226	25.299076	23.612489
2239.153823	586.569004	535.882745	-28.301387	124.465466	-17.982340	39.245930
-408.851374	-746.738659	132.094782	135.877009	-97.971068	-133.277653	6.795447
131.419708	-131.662798	713.676165	76.730854	216.731037	25.854119	32.356130
-146.737827	-213.136228	-35.438200	278.861499	-218.594482	160.021473	8.024311
-2586.159521	-3281.095401	-445.625194	71.405313	-59.899669	26.638973	47.288777
-796.409019	-30.805093	429.123178	-9.061044	-206.231848	-31.620964	26.570568
-505.277961	1060.776321	-424.845011	-142.280855	-90.377188	-56.440821	21.318435
-1265.599297	-649.360966	-172.606349	73.083888	-147.707319	19.816482	13.963225
2907.889855	-93.013408	860.272925	6.283410	113.545709	-8.962493	38.937451
-3284.684482	-1096.381965	-701.647372	30.222637	-100.169660	15.039438	23.351366
-99.437372	440.527285	269.756987	-182.099244	-135.195171	153.655673	28.853263
-261.879629	-1086.303460	33.484189	170.949873	-39.130351	67.520030	1.920700
3253.551599	1063.555895	803.475173	-28.692548	100.585086	-16.957807	31.264139
1831.180031	-2683.520307	712.911907	86.631494	63.734493	17.386361	30.992690
-238.380915	-779.340615	-92.366028	-39.039563	-13.594894	215.461687	31.229766
108.478756	254.244209	28.497924	-216.318405	123.981100	-282.670600	47.243656
271.509971	794.409030	-5.210004	-189.757138	65.392857	82.096083	34.409195
-70.164120	285.942975	257.368901	-175.258562	-199.762892	174.162196	18.615887
923.763295	504.804319	408.225266	-62.512020	164.827225	-62.365531	22.414566
81.892869	-137.367088	-22.382897	417.378492	258.435169	-58.980956	35.183929
-1670.413941	-277.936925	-557.856049	16.739987	-146.111616	22.670913	3.951048
495.952243	-507.853073	-542.757989	116.203332	167.653900	-50.689710	33.671569
471.574052	1869.970472	-45.346456	-131.211511	31.944549	-47.205019	33.861256
177.162011	-95.424441	-98.654922	185.415451	375.331144	-30.076456	11.308745
1313.801908	-4497.544177	711.067978	84.735880	27.819131	19.395630	7.317389
-3796.308499	-1692.852380	-1081.829282	33.192935	-87.565179	20.543261	16.455989
-442.862854	-858.213417	-49.822087	169.835187	-91.157191	60.588172	18.821828
-311.661422	-521.170556	61.534470	194.412320	-128.311808	-102.081258	28.939642
-341.669759	-321.588209	-155.134370	136.007689	-208.823961	133.339952	22.491474
